timestamp,plate_number,vehicle_type,cross_count,reverse_count
2024-04-29 13:55:01,1กย5532,other,1,4
2024-04-29 13:55:01,6กกกก01,tuktuk,0,2
2024-04-29 13:55:01,,tuktuk,2,0
2024-04-29 14:00:01,,other,0,0
2024-04-29 14:10:01,1กศ3350,taxi,1,0
2024-04-29 14:10:01,3ฬ5659,taxi,1,0
2024-04-29 14:10:01,,hatchback,0,0
2024-04-29 14:10:01,105677,taxi,0,0
2024-04-29 14:10:01,ก0499,taxi,0,0
2024-04-29 14:15:01,1มข563,pickup,0,0
2024-04-29 14:15:01,ทช5229,other,0,0
2024-04-29 14:25:01,1มข1042,taxi,5,2
2024-04-29 14:25:01,30370,other,0,0
2024-04-29 14:25:01,กธ426,pickup,0,0
2024-04-29 14:25:01,,bus,0,0
2024-04-29 14:30:01,บก755,other,3,0
2024-04-29 14:30:01,,pickup,0,1
2024-04-29 14:30:01,,pickup,0,0
2024-04-29 14:30:01,,pickup,0,1
2024-04-29 14:30:01,305072,pickup,0,0
2024-04-29 14:30:01,ทษ1715,pickup,1,0
2024-04-29 14:30:01,,tuktuk,0,0
2024-04-29 14:30:01,ก9072,other,0,1
2024-04-29 14:45:01,,other,1,5
2024-04-29 14:45:01,,taxi,1,0
2024-04-29 14:45:01,,taxi,0,1
2024-04-29 15:00:01,1กข4684,pickup,2,0
2024-04-29 15:00:01,2กบ4577,pickup,0,0
2024-04-29 15:00:01,,taxi,0,0
2024-04-29 15:45:01,,other,0,0
2024-04-29 15:45:01,,other,0,0
2024-04-29 15:45:01,,other,0,0
2024-04-29 16:55:01,,motorbike,0,0
2024-04-29 02:10:01,5ขก9770,pickup,0,0
2024-04-29 03:55:01,ทห1490,pickup,9,6
2024-04-29 04:10:01,,pickup,3,1
2024-04-29 04:35:01,660080,pickup,1,0
2024-04-29 04:40:01,ฮย4188,pickup,0,1
2024-04-29 05:00:01,8กฐ6370,pickup,0,0
2024-04-29 05:15:01,329727,pickup,0,0
2024-04-29 05:40:01,1นก1502,van,10,0
2024-04-29 05:40:01,สก2394,tuktuk,2,0
2024-04-29 05:45:01,ฮภ7006,pickup,14,2
2024-04-29 05:45:01,1นจ4052,pickup,0,0
2024-04-29 05:55:01,327705,other,2,1
2024-04-29 06:00:01,324602,pickup,0,0
2024-04-29 06:10:01,,,0,0
2024-04-29 06:15:01,สก2765,motorbike,0,0
2024-04-29 06:25:01,1นก3878,pickup,0,0
2024-04-29 06:25:01,ต8139,pickup,2,0
2024-04-29 06:35:01,ฮฉ6547,pickup,0,0
2024-04-29 07:00:01,สก5815,tuktuk,1,0
2024-04-29 07:15:01,,truck,0,0
2024-04-29 07:20:02,344726,van,0,0
2024-04-29 07:20:02,360080,pickup,5,3
2024-04-29 07:25:01,ฮข1068,pickup,6,2
2024-04-29 07:30:01,ธ0019,tuktuk,2,0
2024-04-29 07:40:01,,,0,0
2024-04-29 07:50:01,,,19,0
2024-04-29 07:50:01,,,1,2
2024-04-29 07:50:01,,,0,0
2024-04-29 07:50:01,,,0,0
2024-04-29 08:00:00,344280,pickup,0,0
2024-04-29 08:10:01,,,0,0
2024-04-29 08:10:01,,,1,0
2024-04-29 08:10:01,,,0,0
2024-04-29 08:15:01,338313,pickup,0,0
2024-04-29 08:15:01,ก3113,truck,1,0
2024-04-29 08:30:01,345275,other,14,5
2024-04-29 08:40:01,333605,pickup,16,8
2024-04-29 08:55:01,302422,bus,1,0
2024-04-29 09:05:01,320434,pickup,0,0
2024-04-29 09:25:01,ฮภ3643,pickup,7,10
2024-04-29 10:00:01,สก2357,tuktuk,2,0
2024-04-29 10:05:01,สข851,tuktuk,2,0
2024-04-29 10:10:01,345520,pickup,0,2
2024-04-29 10:50:02,สก547,tuktuk,1,0
2024-04-29 10:50:02,สก5839,motorbike,1,0
2024-04-29 10:50:02,,truck,4,0
2024-04-29 11:10:01,สช596,motorbike,0,1
2024-04-29 11:35:01,330183,sedan,0,0
2024-04-29 11:40:01,330226,pickup,0,0
2024-04-29 11:40:01,ทก2736,tuktuk,0,0
2024-04-29 11:50:01,338050,bus,0,0
2024-04-29 12:15:01,320708,other,30,2
2024-04-29 12:25:01,344341,van,4,12
2024-04-29 12:25:01,1ขข6627,pickup,0,0
2024-04-29 12:25:01,สก2879,tuktuk,0,0
2024-04-29 12:30:02,338441,bus,0,0
2024-04-29 12:30:02,สก2879,tuktuk,1,0
2024-04-29 12:45:01,333591,pickup,1,0
2024-04-29 12:55:01,สก2879,tuktuk,3,1
2024-04-29 13:05:01,333115,bus,0,0
2024-04-29 13:15:01,,motorbike,3,0
2024-04-29 14:10:01,ฆข2251,hatchback,1,4
2024-04-29 15:10:01,1มก1302,pickup,1,0
