timestamp_precise,plate_number,vehicle_type,cross_count,reverse_count
2024-07-02 09:47:14.122,4ร4225,pickup,0,0
2024-07-02 09:51:29.735,1นค5517,pickup,3,0
2024-07-02 10:05:23.393,สก3523,tuktuk,0,0
2024-07-02 10:10:41.348,กค2771,truck,0,0
2024-07-02 10:11:02.103,กก2255,bus,0,0
2024-07-02 10:12:29.318,งข6521,pickup,0,1
2024-07-02 10:15:34.510,1ก0240,taxi,0,0
2024-07-02 10:16:02.623,ก4135,truck,0,0
2024-07-02 10:16:35.253,4ข1131,sedan,0,0
2024-07-02 10:18:38.579,4ขณ5788,pickup,1,0
2024-07-02 10:27:17.681,3ฬ1696,bus,4,0
2024-07-02 10:29:19.647,สก452,tuktuk,1,2
2024-07-02 10:30:31.992,สก7156,tuktuk,4,0
2024-07-02 10:32:10.843,339047,bus,2,0
2024-07-02 10:41:48.250,339048,bus,0,1
2024-07-02 10:42:02.607,338451,van,0,0
2024-07-02 10:46:28.736,335172,taxi,3,0
2024-07-02 11:05:51.506,337338,taxi,0,2
2024-07-02 11:11:25.976,สก1157,tuktuk,0,0
2024-07-02 11:13:24.583,สก3422,tuktuk,0,0
2024-07-02 11:13:39.099,1นฉ7305,van,0,0
2024-07-02 11:14:11.570,1ฒว1252,suv,0,0
2024-07-02 11:16:24.896,สก3916,tuktuk,0,0
2024-07-02 11:20:16.516,สก457,tuktuk,0,0
2024-07-02 11:20:20.875,6กจ2326,sedan,0,0
2024-07-02 11:25:25.074,กพ2227,motorbike,1,0
2024-07-02 11:30:06.999,ฮข7046,van,4,1
2024-07-02 11:35:32.271,2กษ6450,pickup,0,0
2024-07-02 11:48:00.470,3ก4246,tuktuk,0,1
2024-07-02 12:56:49.969,1ก2022,taxi,0,0
2024-07-02 13:01:55.488,กก2227,sedan,0,0
2024-07-02 13:03:13.027,3ก3272,taxi,0,0
2024-07-02 13:03:48.616,กบ2704,pickup,0,1
2024-07-02 13:04:22.886,กบ6072,suv,0,0
2024-07-02 13:10:13.157,2ง5294,tuktuk,0,0
2024-07-02 13:14:29.445,702305,taxi,0,0
2024-07-02 13:17:48.953,ส03325,sedan,0,0
2024-07-02 13:17:53.592,3ก2227,taxi,0,0
2024-07-02 13:18:51.695,301111,hatchback,1,0
2024-07-02 13:18:58.094,1มก4555,taxi,0,0
2024-07-02 13:19:07.931,ทห9885,pickup,0,0
2024-07-02 13:20:03.999,ทฬ1721,sedan,0,0
2024-07-02 13:25:01.000,1ค6745,taxi,0,0
2024-07-02 13:26:47.130,3กก278,taxi,0,0
2024-07-02 13:26:53.528,332220,sedan,0,0
2024-07-02 13:26:58.127,12422,taxi,0,0
2024-07-02 13:27:15.122,1ก0255,taxi,0,0
2024-07-02 13:27:20.001,73236,pickup,0,0
2024-07-02 13:28:09.227,302212,taxi,0,0
2024-07-02 13:28:17.625,3ก1235,sedan,0,0
2024-07-02 13:28:23.103,ท6237,sedan,0,1
2024-07-02 13:29:23.286,ม31320,taxi,0,0
2024-07-02 13:31:15.299,สก9255,sedan,0,0
2024-07-02 13:31:35.053,333226,sedan,0,0
2024-07-02 13:31:50.169,301045,sedan,0,0
2024-07-02 13:31:54.648,18142,taxi,1,0
2024-07-02 13:32:28.518,3ก2555,taxi,0,0
2024-07-02 13:32:37.916,ม01808,tuktuk,0,0
2024-07-02 13:33:16.785,300472,taxi,0,1
2024-07-02 13:33:24.143,ทฬ1237,taxi,0,1
2024-07-02 13:34:19.247,มมข335,sedan,0,0
2024-07-02 13:34:23.606,33225,taxi,0,0
2024-07-02 13:34:38.122,3ก5557,taxi,0,0
2024-07-02 13:34:56.237,7ฬ6146,sedan,0,0
2024-07-02 13:40:12.397,1มร7487,taxi,2,0
2024-07-02 13:40:24.875,ทส3125,sedan,0,1
2024-07-02 13:41:12.380,335472,sedan,0,3
